technische metadata (drager)																		Waarde digitale drager						Inhoudelijke metadata											
drager.medium	drager.archiefnummer	drager.barcode	drager.dragertype	drager.Technische annotatie	drager.Technische annotatie	drager.archiefstatus	drager.depotstatus	drager.depotstatus.reden	drager.fabricagedatum	drager.fysieke staat	opbergeenheid.barcode	opbergeenheid.archiefnummer	opbergeenheid.locatie	drager.afmetingen	drager.kleur	drager.materiaalsoort	drager.collectienummer	drager.medium	drager.archiefnummer	drager.archiefnummer.bron	drager.dragertype	drager.archiefstatus	drager.projectnaam	werk.titel	configuratie filenaam	realisatie.titel	expressie.titel	expressie.overige titel	expressie.annotatie	expressie.inhoudssamenvatting	expressie.productiejaar	publicatie.begindatum	publicatie.einddatum	publicatie.zendgemachtigde	publicatie.weeknummer
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000041	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	07-02-1976	13-02-1976	AVRO	1976-06
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000042	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	14-02-1976	20-02-1976	AVRO	1976-07
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000043	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	21-02-1976	27-02-1976	AVRO	1976-08
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000044	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	28-02-1976	05-03-1976	AVRO	1976-09
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000045	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	02-10-1976	08-10-1976	AVRO	1976-40
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000046	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	09-10-1976	15-10-1976	AVRO	1976-41
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000047	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	16-10-1976	22-10-1976	AVRO	1976-42
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1976					33,8 X 26 cm.		papier	2269.1.1	bestand	ntb	GDS002000048	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 20 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	23-10-1976	29-10-1976	AVRO	1976-43
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000049	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-03-1981	13-03-1981	AVRO	1981-10
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000050	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-03-1981	20-03-1981	AVRO	1981-11
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000051	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-03-1981	27-03-1981	AVRO	1981-12
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000052	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	28-03-1981	03-04-1981	AVRO	1981-13
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000053	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-11-1981	13-11-1981	AVRO	1981-45
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000054	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-11-1981	20-11-1981	AVRO	1981-46
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000055	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-11-1981	27-11-1981	AVRO	1981-47
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1981					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000056	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 19 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	28-11-1981	04-12-1981	AVRO	1981-48
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1986					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000057	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 18 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	05-04-1986	11-04-1986	AVRO	1986-14
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1986					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000058	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 18 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	12-04-1986	18-04-1986	AVRO	1986-15
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1986					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000059	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 18 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	19-04-1986	25-04-1986	AVRO	1986-16
papier			tijdschrift	Omroepgids AVRO		uitgangsmateriaal	in depot		1986					28,5 X 22 cm.		papier	2269.1.1	bestand	ntb	GDS002000060	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 18 - omroepgidsen	Omroepgidsen AVRO	Televizier	Televizier : familie- en televisie weekblad	Uitgever: AVRO, Hilversum	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	26-04-1986	02-05-1986	AVRO	1986-17
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000001	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	07-01-1951	13-01-1951	KRO	1951-01
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000002	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	14-01-1951	20-01-1951	KRO	1951-02
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000003	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	21-01-1951	27-01-1951	KRO	1951-03
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000004	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	28-01-1951	03-02-1951	KRO	1951-04
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000005	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	02-09-1951	08-09-1951	KRO	1951-35
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000006	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	09-09-1951	15-09-1951	KRO	1951-36
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000007	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	16-09-1951	22-09-1951	KRO	1951-37
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1951							papier	2269.1.1	bestand	ntb	GDS003000008	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	Geen tv informatie	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1951	23-09-1951	29-09-1951	KRO	1951-38
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000009	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	05-02-1956	11-02-1956	KRO	1956-06
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000010	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	12-02-1956	18-02-1956	KRO	1956-07
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000011	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	19-02-1956	25-02-1956	KRO	1956-08
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000012	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	26-02-1956	03-03-1956	KRO	1956-09
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000013	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	03-06-1956	09-06-1956	KRO	1956-23
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000014	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	10-06-1956	16-06-1956	KRO	1956-24
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000015	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	17-06-1956	23-06-1956	KRO	1956-25
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1956							papier	2269.1.1	bestand	ntb	GDS003000016	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 4 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	De RK radiogids : officieel orgaan van den Nederlandschen Bond van RK Radio Vereenigingen en van den KRO	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1956	24-06-1956	30-06-1956	KRO	1956-26
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000017	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	05-03-1961	11-03-1961	KRO	1961-10
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000018	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	12-03-1961	18-03-1961	KRO	1961-11
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000019	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	19-03-1961	25-03-1961	KRO	1961-12
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000020	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	26-03-1961	01-04-1961	KRO	1961-13
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000021	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	05-11-1961	11-11-1961	KRO	1961-45
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000022	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	12-11-1961	18-11-1961	KRO	1961-46
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000023	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	19-11-1961	25-11-1961	KRO	1961-47
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1961							papier	2269.1.1	bestand	ntb	GDS003000024	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 5 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	26-11-1961	02-12-1961	KRO	1961-48
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000025	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	03-04-1966	09-04-1966	KRO	1966-14
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000026	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	10-04-1966	16-04-1966	KRO	1966-15
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000027	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	17-04-1966	23-04-1966	KRO	1966-16
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000028	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	24-04-1966	30-04-1966	KRO	1966-17
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000029	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	04-12-1966	10-12-1966	KRO	1966-49
papier			tijdschrift	Omroepgids KRO		uitgangsmateriaal	in depot		1966							papier	2269.1.1	bestand	ntb	GDS003000030	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 10 - omroepgidsen	Omroepgidsen KRO	RK Radiogids	Katholieke Radio- en televisiegids	Uitgever: onbekend	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	11-12-1966	17-12-1966	KRO	1966-50
