technische metadata (drager)																		Waarde digitale drager						Inhoudelijke metadata											
drager.medium	drager.archiefnummer	drager.barcode	drager.dragertype	drager.Technische annotatie	drager.Technische annotatie	drager.archiefstatus	drager.depotstatus	drager.depotstatus.reden	drager.fabricagedatum	drager.fysieke staat	opbergeenheid.barcode	opbergeenheid.archiefnummer	opbergeenheid.locatie	drager.afmetingen	drager.kleur	drager.materiaalsoort	drager.collectienummer	drager.medium	drager.archiefnummer	drager.archiefnummer.bron	drager.dragertype	drager.archiefstatus	drager.projectnaam	werk.titel	configuratie filenaam	realisatie.titel	expressie.titel	expressie.overige titel	expressie.annotatie	expressie.inhoudssamenvatting	expressie.productiejaar	publicatie.begindatum	publicatie.einddatum	publicatie.zendgemachtigde	publicatie.weeknummer
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000020	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	25-03-1961	01-04-1961	NCRV	1961-12
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000021	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	04-11-1961	11-11-1961	NCRV	1961-44
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000022	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	11-11-1961	18-11-1961	NCRV	1961-45
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000023	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	18-11-1961	25-11-1961	NCRV	1961-46
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1961					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000024	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 16 - omroepgidsen	Omroepgidsen NCRV	Omroepgids	Omroepgids: Officieel orgaan van de Nederlandsche Christelijke Radio-Vereeniging	Uitgever: Gebr. Zomer en Keuning's Uitgeversmaatschappij, Wageningen	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1961	25-11-1961	02-12-1961	NCRV	1961-47
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000025	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	02-04-1966	09-04-1966	NCRV	1966-14
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000026	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	09-04-1966	16-04-1966	NCRV	1966-15
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000027	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	16-04-1966	22-04-1966	NCRV	1966-16
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000028	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	23-04-1966	29-04-1966	NCRV	1966-17
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000029	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	30-07-1966	06-08-1966	NCRV	1966-31
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000030	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	06-08-1966	13-08-1966	NCRV	1966-32
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000031	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	13-08-1966	20-08-1966	NCRV	1966-33
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1966					27 X 21,3 cm.		papier	2269.1.1	bestand	ntb	GDS004000032	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 15 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1966	20-08-1966	27-08-1966	NCRV	1966-34
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000033	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	02-01-1971	09-01-1971	NCRV	1971-01
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000034	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	09-01-1971	16-01-1971	NCRV	1971-02
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000035	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	16-01-1971	23-01-1971	NCRV	1971-03
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000036	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	23-01-1971	30-01-1971	NCRV	1971-04
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000037	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	28-08-1971	04-09-1971	NCRV	1971-35
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000038	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	04-09-1971	11-09-1971	NCRV	1971-36
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000039	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	11-09-1971	18-09-1971	NCRV	1971-37
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1971					32 X 25 cm.		papier	2269.1.1	bestand	ntb	GDS004000040	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 14 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1971	18-09-1971	23-09-1971	NCRV	1971-38
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000041	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	31-01-1976	06-02-1976	NCRV	1976-05
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000042	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	07-02-1976	13-02-1976	NCRV	1976-06
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000043	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	14-02-1976	20-02-1976	NCRV	1976-07
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000044	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	21-02-1976	27-02-1976	NCRV	1976-08
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000045	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	02-10-1976	08-10-1976	NCRV	1976-40
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000046	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	09-10-1976	15-10-1976	NCRV	1976-41
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000047	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	16-10-1976	22-10-1976	NCRV	1976-42
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1976					26,5 X 21,1 cm.		papier	2269.1.1	bestand	ntb	GDS004000048	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 13 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1976	23-10-1976	29-10-1976	NCRV	1976-43
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000049	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	28-02-1981	06-03-1981	NCRV	1981-09
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000050	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-03-1981	13-03-1981	NCRV	1981-10
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000051	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-03-1981	20-03-1981	NCRV	1981-11
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000052	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-03-1981	27-03-1981	NCRV	1981-12
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000053	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	31-10-1981	06-11-1981	NCRV	1981-44
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000054	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	07-11-1981	13-11-1981	NCRV	1981-45
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000055	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	14-11-1981	20-11-1981	NCRV	1981-46
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1981					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000056	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 12 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1981	21-11-1981	27-11-1981	NCRV	1981-47
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1986					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000057	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 11 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	05-04-1986	11-04-1986	NCRV	1986-14
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1986					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000058	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 11 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	12-04-1986	18-04-1986	NCRV	1986-15
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1986					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000059	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 11 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	19-04-1986	25-04-1986	NCRV	1986-16
papier			tijdschrift	Omroepgids NCRV		uitgangsmateriaal	in depot		1986					26 X 21 cm.		papier	2269.1.1	bestand	ntb	GDS004000060	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 11 - omroepgidsen	Omroepgidsen NCRV	NCRV-Gids	NCRV-gids : Gids voor radio en televisie ; officieel orgaan van de Nederlandse Christelijke Radio-Vereniging	UItgever: NCRV, Baarn	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1986	26-04-1986	02-05-1986	NCRV	1986-17
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1967					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000001	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 32 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1967	07-10-1967	13-10-1967	TROS	1967-54
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1967					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000002	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 32 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1967	14-10-1967	21-10-1967	TROS	1967-55
papier			tijdschrift	Omroepgids TROS		uitgangsmateriaal	in depot		1967					18,6 X 12,5 cm.		papier	2269.1.1	bestand	ntb	GDS005000003	PDF	consultatiekopie	BvdT Papier/Digitaliseren/2014/Omroepgidsen	Omroepgidsen	config file 32 - omroepgidsen	Omroepgidsen TROS	TROSkompas	TROSkompas : Officieel programmablad van de tros	Uitgever: TROS	[omroepnaam] gids van [begindag gids] [dd-mm-yyyy] tot en met [einddag gids] [dd-mm-yyyy]	1967	21-10-1967	28-10-1967	TROS	1967-56
